truck_id,lon,lat,time,unixtime,index,alternatives_count,waypoint_index,matchings_index,name,distance,hint,lon_match,lat_match,matching_confidence,distance_traveled,duration,osm_nodes,osm_speeds,osm_durations,osm_distances,n_osm_points,speed,outlier,is_moving,x_match,y_match,cluster_id
XE-5638S,103.648285,1.33035267,2020-10-01 05:03:18,1601528598,0,5.0,0.0,0.0,,17.884185000000002,eS8CgH4vAgBHAAAArAAAAAAAAAAAAAAAsHTuQUpKjkIAAAAAAAAAAEcAAACsAAAAAAAAAAAAAACDCwAAq4stBj9MFAAdjC0GsUwUAAAArxO8byAW,103.648171,1.330239,,,,,,,,,,False,False,7394.947150865199,34717.359734278194,0.0
XE-5638S,103.648187,1.33034783,2020-10-01 05:03:23,1601528603,1,,,0.0,,,,103.648171,1.330239,,,,,,,,,,True,False,7394.947150865199,34717.359734278194,0.0
XE-5638S,103.6481738,1.3303305,2020-10-01 05:03:29,1601528609,2,,,0.0,,,,103.648171,1.330239,,,,,,,,,,True,False,7394.947150865199,34717.359734278194,0.0
XE-5638S,103.6481643,1.330311,2020-10-01 05:03:33,1601528613,3,6.0,1.0,0.0,,5.177001000000001,eS8CgH4vAoBWAAAAnQAAAAAAAAAAAAAAZAQQQkrlgUIAAAAAAAAAAFYAAACdAAAAAAAAAAAAAACDCwAAg4stBmZMFACkiy0Gh0wUAAAArxO8byAW,103.648131,1.330278,0.0,6.2,1.5,"[5270389048, 5270389054]",[4.1],[1.5],[6.2129],2.0,4.133333333333334,False,False,7390.495863471184,34721.67251104323,0.0
XE-5638S,103.6481595,1.3303055,2020-10-01 05:03:38,1601528618,4,,,0.0,,,,103.648131,1.330278,,,,,,,,,,True,False,7390.495863471184,34721.67251104323,0.0
XE-5638S,103.6481503,1.33029933,2020-10-01 05:03:43,1601528623,5,,,0.0,,,,103.648131,1.330278,,,,,,,,,,True,False,7390.495863471184,34721.67251104323,0.0
XE-5638S,103.6481386,1.330292,2020-10-01 05:03:48,1601528628,6,,,0.0,,,,103.648131,1.330278,,,,,,,,,,True,False,7390.495863471184,34721.67251104323,0.0
XE-5638S,103.6481268,1.33028317,2020-10-01 05:03:54,1601528634,7,,,0.0,,,,103.648131,1.330278,,,,,,,,,,True,False,7390.495863471184,34721.67251104323,0.0
XE-5638S,103.6481283,1.33027717,2020-10-01 05:03:59,1601528639,8,,,0.0,,,,103.648131,1.330278,,,,,,,,,,True,False,7390.495863471184,34721.67251104323,0.0
XE-5638S,103.648136,1.33027333,2020-10-01 05:04:05,1601528645,9,,,0.0,,,,103.648131,1.330278,,,,,,,,,,True,False,7390.495863471184,34721.67251104323,0.0
XE-5638S,103.6481463,1.33027367,2020-10-01 05:04:10,1601528650,10,,,0.0,,,,103.648131,1.330278,,,,,,,,,,True,False,7390.495863471184,34721.67251104323,0.0
XE-5638S,103.6481591,1.330284,2020-10-01 05:04:16,1601528656,11,,,0.0,,,,103.648131,1.330278,,,,,,,,,,True,False,7390.495863471184,34721.67251104323,0.0
XE-5638S,103.6481565,1.33029083,2020-10-01 05:04:21,1601528661,12,,,0.0,,,,103.648131,1.330278,,,,,,,,,,True,False,7390.495863471184,34721.67251104323,0.0
XE-5638S,103.6481656,1.33030217,2020-10-01 05:04:26,1601528666,13,,,0.0,,,,103.648131,1.330278,,,,,,,,,,True,False,7390.495863471184,34721.67251104323,0.0
XE-5638S,103.6481845,1.33031783,2020-10-01 05:04:31,1601528671,14,,,0.0,,,,103.648131,1.330278,,,,,,,,,,True,False,7390.495863471184,34721.67251104323,0.0
