truck_id,lon,lat,time,unixtime,index,alternatives_count,waypoint_index,matchings_index,name,distance,hint,lon_match,lat_match,matching_confidence,distance_traveled,duration,osm_nodes,osm_speeds,osm_durations,osm_distances,n_osm_points,speed,outlier,is_moving,x_match,y_match,cluster_id
XE-5577J,103.6479701,1.330306,2020-10-01 04:46:50,1601527610,0,,,,,,,103.6479701,1.330306,,,,,,,,,,True,False,7372.589490929004,34724.769968153705,0.0
XE-5577J,103.6479446,1.3303145,2020-10-01 04:46:55,1601527615,1,,,,,,,103.6479446,1.3303145,,,,,,,,,,True,False,7369.75165956355,34725.71007269987,0.0
XE-5577J,103.6479331,1.33031817,2020-10-01 04:47:00,1601527620,2,,,,,,,103.6479331,1.33031817,,,,,,,,,,True,False,7368.471851910395,34726.115980769406,0.0
XE-5577J,103.6479243,1.33032167,2020-10-01 04:47:06,1601527626,3,,,,,,,103.6479243,1.33032167,,,,,,,,,,True,False,7367.492526583879,34726.503068442704,0.0
XE-5577J,103.6479128,1.3303285,2020-10-01 04:47:11,1601527631,4,,,,,,,103.6479128,1.3303285,,,,,,,,,,True,False,7366.212745188048,34727.25839496665,0.0
XE-5577J,103.64791,1.33033183,2020-10-01 04:47:16,1601527636,5,,,,,,,103.64791,1.33033183,,,,,,,,,,True,False,7365.901160090209,34727.626634649954,0.0
XE-5577J,103.6479205,1.33033217,2020-10-01 04:47:21,1601527641,6,,,,,,,103.6479205,1.33033217,,,,,,,,,,True,False,7367.069710775755,34727.664142508955,0.0
XE-5577J,103.6479265,1.33033417,2020-10-01 04:47:26,1601527646,7,,,,,,,103.6479265,1.33033417,,,,,,,,,,True,False,7367.737469024465,34727.88524325499,0.0
XE-5577J,103.6479378,1.33034,2020-10-01 04:47:31,1601527651,8,,,,,,,103.6479378,1.33034,,,,,,,,,,True,False,7368.995097529485,34728.52980368909,0.0
XE-5577J,103.6479531,1.3303505,2020-10-01 04:47:36,1601527656,9,,,,,,,103.6479531,1.3303505,,,,,,,,,,True,False,7370.697925904849,34729.69071806935,0.0
XE-5577J,103.6479691,1.33036417,2020-10-01 04:47:41,1601527661,10,,,,,,,103.6479691,1.33036417,,,,,,,,,,True,False,7372.478683783134,34731.20215080317,0.0
XE-5577J,103.647981,1.33037817,2020-10-01 04:47:46,1601527666,11,,,,,,,103.647981,1.33037817,,,,,,,,,,True,False,7373.8031542766,34732.75010771751,0.0
XE-5577J,103.6479921,1.33038717,2020-10-01 04:47:51,1601527671,12,,,,,,,103.6479921,1.33038717,,,,,,,,,,True,False,7375.0385510139495,34733.74519404219,0.0
XE-5577J,103.648003,1.33039383,2020-10-01 04:47:57,1601527677,13,,,,,,,103.648003,1.33039383,,,,,,,,,,True,False,7376.251670258109,34734.48153547565,0.0
XE-5577J,103.648008,1.3303925,2020-10-01 04:48:02,1601527682,14,,,,,,,103.648008,1.3303925,,,,,,,,,,True,False,7376.8081105585115,34734.33442832979,0.0
XE-5577J,103.6480115,1.33039033,2020-10-01 04:48:07,1601527687,15,,,,,,,103.6480115,1.33039033,,,,,,,,,,True,False,7377.197608481107,34734.09445033831,0.0
XE-5577J,103.6480151,1.33038917,2020-10-01 04:48:12,1601527692,16,,,,,,,103.6480151,1.33038917,,,,,,,,,,True,False,7377.598243817771,34733.96615272238,0.0
XE-5577J,103.648017,1.33039083,2020-10-01 04:48:17,1601527697,17,,,,,,,103.648017,1.33039083,,,,,,,,,,True,False,7377.809709113055,34734.14969210039,0.0
XE-5577J,103.6480165,1.3303969999999998,2020-10-01 04:48:23,1601527703,18,,,,,,,103.6480165,1.3303969999999998,,,,,,,,,,True,False,7377.754115212028,34734.8319468426,0.0
XE-5577J,103.6480133,1.33039783,2020-10-01 04:48:28,1601527708,19,,,,,,,103.6480133,1.33039783,,,,,,,,,,True,False,7377.397993244365,34734.923751215014,0.0
XE-5577J,103.6480096,1.330394,2020-10-01 04:48:34,1601527714,20,,,,,,,103.6480096,1.330394,,,,,,,,,,True,False,7376.986187444112,34734.500278141524,0.0
XE-5577J,103.6480026,1.330386,2020-10-01 04:48:40,1601527720,21,,,,,,,103.6480026,1.330386,,,,,,,,,,True,False,7376.207089127438,34733.615732997605,0.0
XE-5577J,103.6479941,1.330377,2020-10-01 04:48:45,1601527725,22,,,,,,,103.6479941,1.330377,,,,,,,,,,True,False,7375.261047095784,34732.620624936484,0.0
XE-5577J,103.6479878,1.330371,2020-10-01 04:48:50,1601527730,23,,,,,,,103.6479878,1.330371,,,,,,,,,,True,False,7374.559868565579,34731.95722485744,0.0
