truck_id,lon,lat,time,unixtime,index,alternatives_count,waypoint_index,matchings_index,name,distance,hint,lon_match,lat_match,matching_confidence,distance_traveled,duration,osm_nodes,osm_speeds,osm_durations,osm_distances,n_osm_points,speed,outlier,is_moving,x_match,y_match,cluster_id
XE-5629T,103.6479535,1.33046533,2020-10-08 04:10:30,1602130230,0,5.0,0.0,0.0,,26.12526,dS8CgHgvAgBWAAAAmAAAAAAAAABSAAAA9GYQQmAle0IAAAAACEsHQlYAAACYAAAAAAAAAFIAAACDCwAAdIstBsxNFADSii0GIU0UAAAAXwi8byAW,103.648116,1.3306360000000002,,,,,,,,,,False,False,7388.829480634315,34761.25864937011,0.0
XE-5629T,103.6479668,1.33048617,2020-10-08 04:10:36,1602130236,1,,,0.0,,,,103.648116,1.3306360000000002,,,,,,,,,,True,False,7388.829480634315,34761.25864937011,0.0
XE-5629T,103.647993,1.3305125,2020-10-08 04:10:42,1602130242,2,,,0.0,,,,103.648116,1.3306360000000002,,,,,,,,,,True,False,7388.829480634315,34761.25864937011,0.0
XE-5629T,103.6480248,1.330541,2020-10-08 04:10:47,1602130247,3,,,0.0,,,,103.648116,1.3306360000000002,,,,,,,,,,True,False,7388.829480634315,34761.25864937011,0.0
XE-5629T,103.6480555,1.33057117,2020-10-08 04:10:52,1602130252,4,5.0,1.0,0.0,,9.806216,dS8CgHgvAgBXAAAAlwAAAAAAAABSAAAAiwcRQsqEekIAAAAACEsHQlcAAACXAAAAAAAAAFIAAACDCwAAdYstBstNFAA4iy0Gi00UAAAAXwi8byAW,103.648117,1.330635,0.0,0.2,0.1,"[5270389040, 5270389041]",[1.6],[0.1],[0.157277],2.0,2.0,False,False,7388.940762590184,34761.14806556011,0.0
XE-5629T,103.6480871,1.330614,2020-10-08 04:10:58,1602130258,5,,,0.0,,,,103.648117,1.330635,,,,,,,,,,True,False,7388.940762590184,34761.14806556011,0.0
XE-5629T,103.648102,1.3306375,2020-10-08 04:11:03,1602130263,6,,,0.0,,,,103.648117,1.330635,,,,,,,,,,True,False,7388.940762590184,34761.14806556011,0.0
XE-5629T,103.648102,1.33063733,2020-10-08 04:11:08,1602130268,7,,,0.0,,,,103.648117,1.330635,,,,,,,,,,True,False,7388.940762590184,34761.14806556011,0.0
XE-5629T,103.6481021,1.33063433,2020-10-08 04:11:14,1602130274,8,,,0.0,,,,103.648117,1.330635,,,,,,,,,,True,False,7388.940762590184,34761.14806556011,0.0
XE-5629T,103.6480943,1.33062,2020-10-08 04:11:19,1602130279,9,,,0.0,,,,103.648117,1.330635,,,,,,,,,,True,False,7388.940762590184,34761.14806556011,0.0
