truck_id,lon,lat,time,unixtime,index,alternatives_count,waypoint_index,matchings_index,name,distance,hint,lon_match,lat_match,matching_confidence,distance_traveled,duration,osm_nodes,osm_speeds,osm_durations,osm_distances,n_osm_points,speed,outlier,is_moving,x_match,y_match,cluster_id
XE-5577J,103.6481281,1.329621,2020-10-27 05:36:04,1603776964,0,1.0,0.0,0.0,,53.96181899999999,dS8CgHgvAgAGAAAAAAAAADoBAAAAAAAAZ-8rQAAAAAAYBgJDAAAAAAYAAAAAAAAAOgEAAAAAAACDCwAAaYwtBoFLFACAiy0G1UkUAAcAbxK8byAW,103.648361,1.330049,,,,,,,,,,False,False,7416.09072852393,34696.3488125112,0.0
XE-5577J,103.6481748,1.329705,2020-10-27 05:36:10,1603776970,1,,,0.0,,,,103.648361,1.330049,,,,,,,,,,True,False,7416.09072852393,34696.3488125112,0.0
XE-5577J,103.648203,1.32976067,2020-10-27 05:36:15,1603776975,2,1.0,1.0,0.0,,36.375925,dS8CgHgvAgAGAAAAAAAAADoBAAAAAAAAZ-8rQAAAAAAYBgJDAAAAAAYAAAAAAAAAOgEAAAAAAACDCwAAaYwtBoFLFADLiy0GYUoUAAcAbxK8byAW,103.648361,1.330049,0.0,0.0,0.0,"[5270389047, 5270389048]",[0],[0],[0],2.0,,False,False,7416.09072852393,34696.3488125112,0.0
XE-5577J,103.6482186,1.32978217,2020-10-27 05:36:20,1603776980,3,,,0.0,,,,103.648361,1.330049,,,,,,,,,,True,False,7416.09072852393,34696.3488125112,0.0
XE-5577J,103.6482151,1.32987683,2020-10-27 05:36:25,1603776985,4,,,0.0,,,,103.648361,1.330049,,,,,,,,,,True,False,7416.09072852393,34696.3488125112,0.0
XE-5577J,103.648209,1.32996617,2020-10-27 05:36:30,1603776990,5,1.0,2.0,0.0,,18.432917,eS8CgH4vAgANAAAA5gAAAAAAAAAAAAAATLSvQDDsvkIAAAAAAAAAAA0AAADmAAAAAAAAAAAAAACDCwAARowtBqRLFADRiy0GLksUAAAArxO8byAW,103.648326,1.330084,0.0,5.5,1.3,"[5270389047, 5270389048, 5270389054]","[0, 4.2]","[0, 1.3]","[0, 5.504679]",3.0,4.230769230769232,False,False,7412.195858712319,34700.219245309505,0.0
XE-5577J,103.6482006,1.33003283,2020-10-27 05:36:36,1603776996,6,,,0.0,,,,103.648326,1.330084,,,,,,,,,,True,False,7412.195858712319,34700.219245309505,0.0
XE-5577J,103.648195,1.33007317,2020-10-27 05:36:41,1603777001,7,,,0.0,,,,103.648326,1.330084,,,,,,,,,,True,False,7412.195858712319,34700.219245309505,0.0
XE-5577J,103.648202,1.330084,2020-10-27 05:36:46,1603777006,8,,,0.0,,,,103.648326,1.330084,,,,,,,,,,True,False,7412.195858712319,34700.219245309505,0.0
XE-5577J,103.6482035,1.330086,2020-10-27 05:36:51,1603777011,9,,,0.0,,,,103.648326,1.330084,,,,,,,,,,True,False,7412.195858712319,34700.219245309505,0.0
XE-5577J,103.648207,1.33009433,2020-10-27 05:36:57,1603777017,10,,,0.0,,,,103.648326,1.330084,,,,,,,,,,True,False,7412.195858712319,34700.219245309505,0.0
XE-5577J,103.6482051,1.33011267,2020-10-27 05:37:03,1603777023,11,1.0,3.0,0.0,,7.216425999999999,eS8CgH4vAgApAAAAygAAAAAAAAAAAAAAqQ2KQQtkp0IAAAAAAAAAACkAAADKAAAAAAAAAAAAAACDCwAA-4stBu9LFADNiy0GwUsUAAAArxO8byAW,103.648251,1.330159,0.0,11.8,2.8,"[5270389048, 5270389054]",[4.2],[2.8],[11.795741],2.0,4.214285714285714,False,False,7403.8497094858685,34708.51303011879,0.0
XE-5577J,103.648196,1.3301285,2020-10-27 05:37:09,1603777029,12,,,0.0,,,,103.648251,1.330159,,,,,,,,,,True,False,7403.8497094858685,34708.51303011879,0.0
XE-5577J,103.6481928,1.33013483,2020-10-27 05:37:14,1603777034,13,,,0.0,,,,103.648251,1.330159,,,,,,,,,,True,False,7403.8497094858685,34708.51303011879,0.0
