truck_id,lon,lat,time,unixtime,index,alternatives_count,waypoint_index,matchings_index,name,distance,hint,lon_match,lat_match,matching_confidence,distance_traveled,duration,osm_nodes,osm_speeds,osm_durations,osm_distances,n_osm_points,speed,outlier,is_moving,x_match,y_match,cluster_id
XE-5638S,103.6479476,1.33029683,2020-10-19 04:46:19,1603082779,0,,,,,,,103.6479476,1.33029683,,,,,,,,,,True,False,7370.085383611491,34723.75617930573,0.0
XE-5638S,103.647925,1.33030417,2020-10-19 04:46:24,1603082784,1,,,,,,,103.647925,1.33030417,,,,,,,,,,True,False,7367.57028439713,34724.56799210097,0.0
XE-5638S,103.6479071,1.33028883,2020-10-19 04:46:29,1603082789,2,,,,,,,103.6479071,1.33028883,,,,,,,,,,True,False,7365.578061052875,34722.871914264455,0.0
XE-5638S,103.6479075,1.3302855,2020-10-19 04:46:35,1603082795,3,,,,,,,103.6479075,1.3302855,,,,,,,,,,True,False,7365.6225494977625,34722.50369464928,0.0
XE-5638S,103.6479143,1.33028783,2020-10-19 04:46:41,1603082801,4,,,,,,,103.6479143,1.33028783,,,,,,,,,,True,False,7366.379342720655,34722.761278605205,0.0
XE-5638S,103.6479345,1.3303065,2020-10-19 04:46:46,1603082806,5,,,,,,,103.6479345,1.3303065,,,,,,,,,,True,False,7368.627561350986,34724.825553487695,0.0
XE-5638S,103.6479486,1.330325,2020-10-19 04:46:52,1603082812,6,,,,,,,103.6479486,1.330325,,,,,,,,,,True,False,7370.196907871785,34726.8710815517,0.0
XE-5638S,103.6479405,1.33032417,2020-10-19 04:46:57,1603082817,7,,,,,,,103.6479405,1.33032417,,,,,,,,,,True,False,7369.295449769088,34726.77937164034,0.0
XE-5638S,103.6479258,1.330317,2020-10-19 04:47:08,1603082828,8,,,,,,,103.6479258,1.330317,,,,,,,,,,True,False,7367.659423197332,34725.98666851925,0.0
XE-5638S,103.6479313,1.33032017,2020-10-19 04:47:13,1603082833,9,,,,,,,103.6479313,1.33032017,,,,,,,,,,True,False,7368.271546031825,34726.33714673159,0.0
XE-5638S,103.6479368,1.3303254999999998,2020-10-19 04:47:18,1603082838,10,,,,,,,103.6479368,1.3303254999999998,,,,,,,,,,True,False,7368.883686807363,34726.92646793105,0.0
XE-5638S,103.6479381,1.33032767,2020-10-19 04:47:23,1603082843,11,,,,,,,103.6479381,1.33032767,,,,,,,,,,True,False,7369.028382188579,34727.166405802855,0.0
XE-5638S,103.6479375,1.33032783,2020-10-19 04:47:28,1603082848,12,,,,,,,103.6479375,1.33032783,,,,,,,,,,True,False,7368.961609354203,34727.18410289223,0.0
XE-5638S,103.6479355,1.33032717,2020-10-19 04:47:33,1603082853,13,,,,,,,103.6479355,1.33032717,,,,,,,,,,True,False,7368.739023327216,34727.11113981207,0.0
XE-5638S,103.647933,1.330326,2020-10-19 04:47:38,1603082858,14,,,,,,,103.647933,1.330326,,,,,,,,,,True,False,7368.4607879256,34726.98178742962,0.0
XE-5638S,103.6479211,1.33031833,2020-10-19 04:47:43,1603082863,15,,,,,,,103.6479211,1.33031833,,,,,,,,,,True,False,7367.13636996429,34726.133773173526,0.0
XE-5638S,103.647915,1.33031083,2020-10-19 04:47:48,1603082868,16,,,,,,,103.647915,1.33031083,,,,,,,,,,True,False,7366.457436989789,34725.30450825331,0.0
XE-5638S,103.6479203,1.33028083,2020-10-19 04:47:58,1603082878,17,,,,,,,103.6479203,1.33028083,,,,,,,,,,True,False,7367.047026217038,34721.987200242496,0.0
XE-5638S,103.6479336,1.330272,2020-10-19 04:48:04,1603082884,18,,,,,,,103.6479336,1.330272,,,,,,,,,,True,False,7368.527113521293,34721.01070776496,0.0
XE-5638S,103.6479426,1.33024067,2020-10-19 04:48:10,1603082890,19,,,,,,,103.6479426,1.33024067,,,,,,,,,,True,False,7369.528465764328,34717.54630347618,0.0
XE-5638S,103.6479511,1.3302325000000002,2020-10-19 04:48:16,1603082896,20,,,,,,,103.6479511,1.3302325000000002,,,,,,,,,,True,False,7370.474365256912,34716.64283094221,0.0
XE-5638S,103.6479428,1.33027133,2020-10-19 04:48:21,1603082901,21,,,,,,,103.6479428,1.33027133,,,,,,,,,,True,False,7369.550978486517,34720.936545295954,0.0
XE-5638S,103.6479453,1.3302795,2020-10-19 04:48:26,1603082906,22,,,,,,,103.6479453,1.3302795,,,,,,,,,,True,False,7369.829272034782,34721.83992587474,0.0
XE-5638S,103.6479521,1.3302875,2020-10-19 04:48:31,1603082911,23,,,,,,,103.6479521,1.3302875,,,,,,,,,,True,False,7370.586112348257,34722.72447267927,0.0
XE-5638S,103.647957,1.33029117,2020-10-19 04:48:36,1603082916,24,,,,,,,103.647957,1.33029117,,,,,,,,,,True,False,7371.131465174669,34723.1302436423,0.0
XE-5638S,103.6479655,1.33029717,2020-10-19 04:48:41,1603082921,25,,,,,,,103.6479655,1.33029717,,,,,,,,,,True,False,7372.077482335,34723.7936253265,0.0
