truck_id,lon,lat,time,unixtime,index,alternatives_count,waypoint_index,matchings_index,name,distance,hint,lon_match,lat_match,matching_confidence,distance_traveled,duration,osm_nodes,osm_speeds,osm_durations,osm_distances,n_osm_points,speed,outlier,is_moving,x_match,y_match,cluster_id
XE-5638S,103.6481521,1.330068,2020-10-03 05:11:53,1601701913,0,3.0,0.0,0.0,,23.354525,dS8CgHgvAgAGAAAAAAAAADoBAAAAAAAAZ-8rQAAAAAAYBgJDAAAAAAYAAAAAAAAAOgEAAAAAAACDCwAAaYwtBoFLFACYiy0GlEsUAAcAbxK8byAW,103.648361,1.330049,,,,,,,,,,False,False,7416.09072852393,34696.3488125112,0.0
XE-5638S,103.6481493,1.33007317,2020-10-03 05:11:58,1601701918,1,,,0.0,,,,103.648361,1.330049,,,,,,,,,,True,False,7416.09072852393,34696.3488125112,0.0
XE-5638S,103.648196,1.33010633,2020-10-03 05:12:04,1601701924,2,,,0.0,,,,103.648361,1.330049,,,,,,,,,,True,False,7416.09072852393,34696.3488125112,0.0
XE-5638S,103.6482195,1.33009567,2020-10-03 05:12:09,1601701929,3,,,0.0,,,,103.648361,1.330049,,,,,,,,,,True,False,7416.09072852393,34696.3488125112,0.0
XE-5638S,103.648221,1.33004967,2020-10-03 05:12:14,1601701934,4,3.0,1.0,0.0,,15.581151,dS8CgHgvAgAGAAAAAAAAADoBAAAAAAAAZ-8rQAAAAAAYBgJDAAAAAAYAAAAAAAAAOgEAAAAAAACDCwAAaYwtBoFLFADdiy0GgksUAAcAbxK8byAW,103.648361,1.330049,9.2e-05,0.0,0.0,"[5270389047, 5270389048]",[0],[0],[0],2.0,,False,False,7416.09072852393,34696.3488125112,0.0
XE-5638S,103.6481821,1.32998367,2020-10-03 05:12:19,1601701939,5,,,0.0,,,,103.648361,1.330049,,,,,,,,,,True,False,7416.09072852393,34696.3488125112,0.0
XE-5638S,103.6481568,1.3299535,2020-10-03 05:12:24,1601701944,6,,,0.0,,,,103.648361,1.330049,,,,,,,,,,True,False,7416.09072852393,34696.3488125112,0.0
XE-5638S,103.6481561,1.3299515,2020-10-03 05:12:30,1601701950,7,,,0.0,,,,103.648361,1.330049,,,,,,,,,,True,False,7416.09072852393,34696.3488125112,0.0
XE-5638S,103.6481498,1.32995633,2020-10-03 05:12:36,1601701956,8,,,0.0,,,,103.648361,1.330049,,,,,,,,,,True,False,7416.09072852393,34696.3488125112,0.0
XE-5638S,103.6481398,1.329967,2020-10-03 05:12:42,1601701962,9,3.0,2.0,0.0,,23.766759,eS8CgH4vAgAaAAAA2QAAAAAAAAAAAAAATLQvQezws0IAAAAAAAAAABoAAADZAAAAAAAAAAAAAACDCwAAI4wtBsdLFACMiy0GL0sUAAAArxO8byAW,103.648291,1.330119,9.2e-05,11.0,2.6,"[5270389047, 5270389048, 5270389054]","[0, 4.2]","[0, 2.6]","[0, 11.009359]",3.0,4.230769230769232,False,False,7408.300989010364,34704.08967817954,0.0
XE-5638S,103.6481423,1.32998033,2020-10-03 05:12:47,1601701967,10,,,0.0,,,,103.648291,1.330119,,,,,,,,,,True,False,7408.300989010364,34704.08967817954,0.0
XE-5638S,103.6480818,1.33001483,2020-10-03 05:12:53,1601701973,11,,,0.0,,,,103.648291,1.330119,,,,,,,,,,True,False,7408.300989010364,34704.08967817954,0.0
XE-5638S,103.6479996,1.3300915,2020-10-03 05:12:58,1601701978,12,4.0,3.0,0.0,,24.943732,eS8CgH4vAgBMAAAApwAAAAAAAAAAAAAAJIT9QW6GikIAAAAAAAAAAEwAAACnAAAAAAAAAAAAAACDCwAAn4stBktMFAAAiy0GrEsUAAAArxO8byAW,103.648159,1.330251,9.2e-05,20.8,5.0,"[5270389048, 5270389054]",[4.2],[5],[20.760504],2.0,4.16,False,False,7393.611767121871,34718.68673993446,0.0
XE-5638S,103.6479285,1.33018633,2020-10-03 05:13:03,1601701983,13,,,0.0,,,,103.648159,1.330251,,,,,,,,,,True,False,7393.611767121871,34718.68673993446,0.0
XE-5638S,103.6479546,1.3302485000000002,2020-10-03 05:13:09,1601701989,14,21.0,4.0,0.0,,16.158518,eS8CgH4vAgByAAAAgQAAAAAAAAAAAAAAGyM-QtarVUIAAAAAAAAAAHIAAACBAAAAAAAAAAAAAACDCwAAOostBrBMFADTii0GSUwUAAAArxO8byAW,103.648058,1.330352,9.2e-05,15.9,3.8,"[5270389048, 5270389054]",[4.2],[3.8],[15.884931],2.0,4.1842105263157885,False,False,7382.372287789338,34729.85570454176,0.0
XE-5638S,103.64788,1.33028383,2020-10-03 05:13:14,1601701994,15,,,0.0,,,,103.648058,1.330352,,,,,,,,,,True,False,7382.372287789338,34729.85570454176,0.0
XE-5638S,103.647855,1.330311,2020-10-03 05:13:19,1601701999,16,,,0.0,,,,103.648058,1.330352,,,,,,,,,,True,False,7382.372287789338,34729.85570454176,0.0
XE-5638S,103.647777,1.3304375,2020-10-03 05:21:01,1601702461,17,0.0,0.0,1.0,,2.902807,MyIBADUiAYBUAAAATAAAAA0AAAAAAAAAx0QMQrft_EElr6pAAAAAAFQAAABMAAAADQAAAAAAAACDCwAAM4otBhlNFAAhii0GBk0UAAEAbwi8byAW,103.647795,1.330457,,,,,,,,,,False,False,7353.103819330274,34741.4683265565,-1.0
XE-5638S,103.6477788,1.33043217,2020-10-03 05:21:07,1601702467,18,,,1.0,,,,103.647795,1.330457,,,,,,,,,,True,False,7353.103819330274,34741.4683265565,-1.0
