truck_id,lon,lat,time,unixtime,index,alternatives_count,waypoint_index,matchings_index,name,distance,hint,lon_match,lat_match,matching_confidence,distance_traveled,duration,osm_nodes,osm_speeds,osm_durations,osm_distances,n_osm_points,speed,outlier,is_moving,x_match,y_match,cluster_id
XE-5629T,103.64787,1.32933067,2020-10-31 05:21:31,1604121691,0,0.0,0.0,0.0,,30.040715,DsYBgBPGAQDrAAAAAAAAAAAAAAAAAAAA4pbDQgAAAAAAAAAAAAAAAOsAAAAAAAAAAAAAAAAAAACDCwAAEootBrpHFAB-ii0Gs0gUAAAAnxO8byAW,103.647762,1.329082,,,,,,,,,,False,True,7349.419812607608,34589.42734927144,-1.0
XE-5629T,103.6478093,1.32923567,2020-10-31 05:21:36,1604121696,1,,,0.0,,,,103.647762,1.329082,,,,,,,,,,True,True,7349.419812607608,34589.42734927144,-1.0
XE-5629T,103.6477863,1.32897933,2020-10-31 05:21:41,1604121701,2,0.0,1.0,0.0,,6.4329220000000005,DsYBABPGAYDTAAAAGAAAAAAAAAAAAAAAmfivQtPyHEEAAAAAAAAAANMAAAAYAAAAAAAAAAAAAACDCwAAUootBn1HFAAqii0GU0cUAAAAnxO8byAW,103.647826,1.329021,0.002472,9.8,57.2,"[5215148845, 5215148847, 5215148845]","[0, 4.1]","[0, 2.4]","[0, 9.832554]",3.0,0.1713286713286713,False,False,7356.5418871406255,34582.68171146908,0.0
XE-5629T,103.6477541,1.32856567,2020-10-31 05:21:47,1604121707,3,0.0,2.0,0.0,,42.21088,DsYBABPGAYCOAAAAXQAAAAAAAAAAAAAAC7hsQrp1GkIAAAAAAAAAAI4AAABdAAAAAAAAAAAAAACDCwAAD4stBstGFAAKii0GtkUUAAAAnxO8byAW,103.648015,1.328843,0.002472,28.9,6.9,"[5215148847, 5215148845]",[4.2],[6.9],[28.872982],2.0,4.188405797101448,False,True,7377.574283276415,34562.99770179944,-1.0
XE-5629T,103.6477856,1.32813883,2020-10-31 05:21:51,1604121711,4,,,0.0,,,,103.648015,1.328843,,,,,,,,,,True,True,7377.574283276415,34562.99770179944,-1.0
XE-5629T,103.6478276,1.3279605,2020-10-31 05:21:56,1604121716,5,1.0,3.0,0.0,,29.628782,CMYBgCUvAoAVAAAAAAAAAAAAAAAAAAAAgrW7QQAAAAAAAAAAAAAAABUAAAAAAAAAAAAAAAAAAACDCwAAU4stBgxDFABUii0GWUMUAAAA7w28byAW,103.648083,1.327884,0.002472,150.7,32.1,"[5215148847, 5215148845, 7146806823, 5215148846, 5270367339, 5215148842, 5270367337]","[4.2, 4.2, 4.1, 11.2, 11, 11.2]","[14.2, 1.7, 2.9, 2.2, 2.2, 2.1]","[59.318046, 7.079152, 11.957076, 24.547961, 24.233572, 23.528993]",7.0,4.694704049844236,False,True,7385.134078044619,34456.95527409174,-1.0
XE-5629T,103.6478945,1.32786667,2020-10-31 05:22:02,1604121722,6,,,0.0,,,,103.648083,1.327884,,,,,,,,,,True,True,7385.134078044619,34456.95527409174,-1.0
XE-5629T,103.6479941,1.32842683,2020-10-31 05:22:07,1604121727,7,1.0,4.0,0.0,,49.482093,EMYBACkvAoAWAAAAAAAAAAAAAAAAAAAAK9jDQQAAAAAAAAAAAAAAABYAAAAAAAAAAAAAAAAAAACDCwAAeIwtBkZEFAD6ii0GK0UUAAAA_w28byAW,103.648376,1.328198,0.002472,47.8,4.3,"[5270367337, 5215148842, 5270367339, 5215148846]","[11.2, 11, 11]","[2.1, 2.2, 0]","[23.528993, 24.233572, 0]",4.0,11.116279069767444,False,True,7417.744757092478,34491.67352462531,-1.0
XE-5629T,103.648082,1.3284375,2020-10-31 05:22:13,1604121733,8,,,0.0,,,,103.648376,1.328198,,,,,,,,,,True,True,7417.744757092478,34491.67352462531,-1.0
XE-5629T,103.6481845,1.3288879999999998,2020-10-31 05:22:18,1604121738,9,1.0,5.0,0.0,,68.390514,uycAACwvAoAYAAAAAAAAAAAAAAAAAAAAjQzWQQAAAAAAAAAAAAAAABgAAAAAAAAAAAAAAAAAAACDCwAArI0tBo9FFAC5iy0G-EYUAAAA_w28byAW,103.648684,1.328527,0.002472,50.1,4.5,"[5270367339, 5215148846, 5270367345, 310231416]","[11.2, 11.1, 11.1]","[2.2, 2.3, 0]","[24.547961, 25.572315, 0]",4.0,11.133333333333333,False,True,7452.024907149873,34528.05028497453,-1.0
XE-5629T,103.6482631,1.32980267,2020-10-31 05:22:24,1604121744,10,3.0,6.0,0.0,,42.749425,uScAAL0nAIBrAAAAAwAAAAgAAAB0AAAAQ47tQlbYOUBBYgtBrdUAQ2sAAAADAAAACAAAAHQAAACDCwAA-ootBndJFAAHjC0Gi0oUAAEAbwi8byAW,103.647994,1.329527,0.002472,158.9,32.0,"[5270367345, 310231416, 7146822457, 6200144870, 6200144871, 7146814776]","[11.2, 11, 11.2, 11.1, 9.7]","[2.4, 1.1, 4.8, 5.7, 0.3]","[26.829841, 12.111277, 53.642319, 63.391725, 2.910658]",6.0,4.965625,False,False,7375.242861418748,34638.631488378174,0.0
XE-5629T,103.6482621,1.32988833,2020-10-31 05:22:30,1604121750,11,,,0.0,,,,103.647994,1.329527,,,,,,,,,,True,False,7375.242861418748,34638.631488378174,0.0
XE-5629T,103.6482513,1.3299215,2020-10-31 05:22:36,1604121756,12,,,0.0,,,,103.647994,1.329527,,,,,,,,,,True,False,7375.242861418748,34638.631488378174,0.0
XE-5629T,103.6482616,1.32993517,2020-10-31 05:22:41,1604121761,13,11.0,7.0,0.0,,53.10357,uScAAL0nAIBiAAAADAAAAAgAAAB0AAAA2QDZQl7gUkFBYgtBrdUAQ2IAAAAMAAAACAAAAHQAAACDCwAAuIotBrhJFAAGjC0GD0sUAAEAbwi8byAW,103.647928,1.329592,0.002472,10.3,0.9,"[6200144871, 7146814776]",[11.4],[0.9],[10.301894],2.0,11.444444444444445,False,True,7367.898240735885,34645.819444398745,-1.0
XE-5629T,103.6483246,1.32997583,2020-10-31 05:23:13,1604121793,14,,,0.0,,,,103.647928,1.329592,,,,,,,,,,True,False,7367.898240735885,34645.819444398745,0.0
XE-5629T,103.6483235,1.329981,2020-10-31 05:23:18,1604121798,15,,,0.0,,,,103.647928,1.329592,,,,,,,,,,True,False,7367.898240735885,34645.819444398745,0.0
XE-5629T,103.648315,1.329987,2020-10-31 05:23:23,1604121803,16,,,0.0,,,,103.647928,1.329592,,,,,,,,,,True,False,7367.898240735885,34645.819444398745,0.0
