truck_id,date,tp,fp,fn,n_mismatched,total_rfid_amt,DBSCAN_eps,DBSCAN_min_samples,rfid_max_dist,overall_accuracy,RFID_coverage_rate
XE-5705G,2020-10-30,18,11,0,0,139,130,15,17,0.6206896551724138,1.0
