truck_id,date,tp,fp,fn,n_mismatched,total_rfid_amt,DBSCAN_eps,DBSCAN_min_samples,rfid_max_dist,overall_accuracy,RFID_coverage_rate
XE-5630M,2020-10-30,22,9,0,0,174,130,15,17,0.7096774193548387,1.0
