truck_id,date,tp,fp,fn,n_mismatched,total_rfid_amt,DBSCAN_eps,DBSCAN_min_samples,rfid_max_dist,overall_accuracy,RFID_coverage_rate
XE-5612R,2020-10-07,13,12,0,2,265,130,15,17,0.52,1.0
