truck_id,date,tp,fp,fn,n_mismatched,total_rfid_amt,DBSCAN_eps,DBSCAN_min_samples,rfid_max_dist,overall_accuracy,RFID_coverage_rate
XE-5628X,2020-10-30,18,13,0,1,134,130,15,17,0.5806451612903226,1.0
